,marketing_score,competition_index,customer_satisfaction,purchasing_power_index,weather_condition,tech_event,5g_phase,store_traffic,public_transport,city,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue
2024-10-27,87.58,15.18,72.63,95.54,Moderate,None,Mature-5G,-0.03,Hub,Bordeaux,90199.01,45199.85,24052.33
2024-10-28,87.65,14.87,72.63,95.58,Good,None,Mature-5G,0.67,Poor,Bordeaux,70178.76,33298.96,17906.34
2024-10-29,87.71,14.56,72.63,95.62,Moderate,None,Mature-5G,-0.4,Hub,Bordeaux,70622.17,34621.77,19897.14
2024-10-30,87.78,14.26,72.64,95.66,Moderate,None,Mature-5G,-0.16,Hub,Bordeaux,75838.23,36886.18,18469.53
2024-10-31,87.85,,72.64,95.71,Moderate,None,Mature-5G,0.89,Good,Bordeaux,74235.34,37455.51,18719.85
2024-11-01,87.92,13.71,72.64,95.75,Good,None,Mature-5G,-0.46,Limited,Bordeaux,70828.71,40260.39,19807.69
2024-11-02,88.0,13.45,72.64,95.8,Moderate,None,Mature-5G,0.32,Good,Bordeaux,82321.2,43755.52,20512.52
2024-11-03,88.07,13.21,72.64,95.84,Moderate,None,Mature-5G,0.5,Hub,Bordeaux,87108.64,41905.82,24293.32
2024-11-04,88.15,12.99,72.65,95.89,Good,None,Mature-5G,0.1,Limited,Bordeaux,76689.46,30559.33,18703.8
2024-11-05,88.23,12.78,72.65,95.94,Good,None,Mature-5G,0.19,Good,Bordeaux,61076.73,33936.38,22634.53
2024-11-06,88.32,12.59,72.65,95.99,Moderate,None,Mature-5G,0.07,Hub,Bordeaux,56236.31,40143.06,19033.89
2024-11-07,88.4,12.42,72.65,96.05,Moderate,None,Mature-5G,-1.16,Good,Bordeaux,82954.65,43044.79,21899.58
2024-11-08,88.49,12.28,72.65,96.1,Moderate,None,Mature-5G,0.89,Hub,Bordeaux,76219.12,33814.84,17227.74
2024-11-09,88.58,12.15,72.66,96.15,Moderate,None,Mature-5G,0.15,Good,Bordeaux,82659.81,47608.13,18239.06
2024-11-10,88.67,12.05,72.66,96.21,Moderate,None,Mature-5G,0.45,Hub,Bordeaux,89421.84,,23247.07
2024-11-11,88.76,11.97,72.66,96.27,Good,None,Mature-5G,0.32,Good,Bordeaux,85837.79,41847.37,23060.29
2024-11-12,88.85,11.91,72.66,96.32,Moderate,None,,0.05,Good,Bordeaux,74589.08,38445.46,17466.6
2024-11-13,88.95,11.87,72.67,96.38,Moderate,None,Mature-5G,-0.06,Hub,Bordeaux,79352.41,39065.18,16738.6
2024-11-14,89.05,11.86,72.67,96.44,Bad,None,Mature-5G,-0.54,Limited,Bordeaux,66098.55,42962.15,17660.94
2024-11-15,89.15,11.87,72.67,96.5,Moderate,None,Mature-5G,0.4,Hub,Bordeaux,89354.65,,24321.82
2024-11-16,89.25,11.91,72.67,96.56,Moderate,None,Mature-5G,0.04,Hub,Bordeaux,90211.05,,23514.0
2024-11-17,89.35,11.97,72.67,96.63,Moderate,None,Mature-5G,-0.2,Hub,Bordeaux,99513.24,39264.97,23036.69
2024-11-18,89.45,12.05,72.68,96.69,Bad,None,Mature-5G,0.45,Poor,Bordeaux,91623.42,30876.07,20339.01
2024-11-19,89.56,12.15,72.68,96.76,Moderate,None,Mature-5G,0.25,Poor,Bordeaux,75103.78,39860.97,16950.88
2024-11-20,89.67,12.28,72.68,96.82,Moderate,None,Mature-5G,0.22,Limited,Bordeaux,74199.77,36205.23,18883.46
2024-11-21,89.78,12.42,72.68,96.89,Moderate,None,Mature-5G,1.42,Good,Bordeaux,92608.93,42068.0,20902.72
2024-11-22,89.89,12.59,72.69,96.96,Bad,None,Mature-5G,0.39,Hub,Bordeaux,82223.24,43052.49,18042.34
2024-11-23,90.0,12.78,72.69,97.03,Moderate,None,Mature-5G,-0.17,Limited,Bordeaux,97069.84,44508.25,
2024-11-24,90.11,12.99,72.69,97.1,Good,None,Mature-5G,1.01,Hub,Bordeaux,85521.28,48734.37,24923.63
2024-11-25,90.23,13.21,72.69,97.17,Moderate,None,Mature-5G,0.13,Hub,Bordeaux,85568.53,35930.13,20739.61
2024-11-26,90.35,13.45,72.69,97.24,Moderate,None,Mature-5G,-0.74,Good,Bordeaux,71035.9,34076.79,19927.11
2024-11-27,90.47,13.71,72.7,97.31,Moderate,None,Mature-5G,-0.15,Poor,Bordeaux,95660.75,41629.1,20645.12
2024-11-28,90.59,13.98,72.7,97.38,Moderate,None,Mature-5G,-0.09,Limited,Bordeaux,70897.51,34448.68,27801.61
2024-11-29,90.71,14.26,72.7,97.46,Moderate,None,Mature-5G,-0.87,Hub,Bordeaux,76439.87,35583.42,21464.82
2024-11-30,90.83,,72.7,97.53,Moderate,None,Mature-5G,0.15,Poor,Bordeaux,79513.05,,25666.71
2024-12-01,90.95,14.87,72.71,97.61,Moderate,None,Mature-5G,-0.67,Hub,Bordeaux,98046.81,49330.3,25561.24
2024-12-02,91.08,15.18,72.71,,Moderate,None,Mature-5G,0.52,Good,Bordeaux,85648.75,33633.38,17077.95
2024-12-03,91.2,15.5,72.71,97.76,Moderate,None,Mature-5G,-0.3,Hub,Bordeaux,76710.92,43505.35,
2024-12-04,91.33,15.83,72.71,97.84,Moderate,None,Mature-5G,-0.35,Poor,Bordeaux,83757.88,40994.53,20287.03
2024-12-05,91.46,16.16,72.71,97.91,Bad,None,Mature-5G,0.12,Hub,Bordeaux,79332.69,38858.84,25642.21
2024-12-06,91.59,16.5,72.72,97.99,Bad,None,Mature-5G,-0.79,Limited,Bordeaux,92733.31,31436.47,24820.43
2024-12-07,91.72,16.83,72.72,98.07,Good,None,Mature-5G,-0.29,Limited,Bordeaux,103410.16,48067.38,22233.6
2024-12-08,91.85,17.17,72.72,,Moderate,None,Mature-5G,0.29,Hub,Bordeaux,97725.32,44843.7,22202.26
2024-12-09,91.98,17.5,72.72,98.23,Bad,None,Mature-5G,0.21,Good,Bordeaux,85011.21,37538.53,21119.08
2024-12-10,92.12,17.83,72.72,98.31,Good,None,Mature-5G,-0.2,Hub,Bordeaux,90857.73,34790.02,21713.65
2024-12-11,92.25,18.15,72.73,98.39,Moderate,None,Mature-5G,0.35,Good,Bordeaux,98746.5,37379.83,23222.16
2024-12-12,92.39,18.47,72.73,98.48,Bad,None,Mature-5G,-0.03,Good,Bordeaux,87332.18,39151.47,22211.8
2024-12-13,92.52,18.77,72.73,98.56,Bad,None,Mature-5G,-0.12,Poor,Bordeaux,85722.97,40292.05,22509.24
2024-12-14,92.66,19.07,72.73,98.64,Bad,None,Mature-5G,0.18,Poor,Bordeaux,89208.83,53045.3,24218.02
2024-12-15,92.8,19.35,72.74,98.72,Moderate,None,Mature-5G,1.06,Hub,Bordeaux,,49176.34,24255.38
2024-12-16,92.94,19.62,72.74,98.81,Moderate,None,Mature-5G,0.37,Hub,Bordeaux,94067.47,44152.49,20839.95
2024-12-17,93.08,19.88,72.74,98.89,Moderate,None,Mature-5G,0.13,Hub,Bordeaux,98237.34,45721.9,24658.32
2024-12-18,93.21,20.12,72.74,98.97,Bad,None,Mature-5G,0.29,Hub,Bordeaux,88374.59,41287.79,21689.52
2024-12-19,93.36,20.35,72.74,99.06,Moderate,None,Mature-5G,1.5,Hub,Bordeaux,100570.78,39295.31,22972.84
2024-12-20,93.5,20.55,72.75,99.14,Good,None,Mature-5G,-0.1,Hub,Bordeaux,92133.61,49047.86,22537.4
2024-12-21,93.64,20.74,72.75,99.23,Bad,None,Mature-5G,-0.17,Poor,Bordeaux,120837.72,47098.9,22425.11
2024-12-22,93.78,20.91,72.75,99.31,Moderate,None,Mature-5G,-0.28,Limited,Bordeaux,91082.06,45914.72,22769.36
2024-12-23,93.92,21.06,72.75,99.4,Good,None,Mature-5G,-0.08,Hub,Bordeaux,85702.03,42014.67,20166.43
2024-12-24,94.06,21.18,72.76,99.48,Bad,None,Mature-5G,-0.39,Hub,Bordeaux,71291.96,34022.12,17978.19
2024-12-25,94.21,21.28,72.76,99.57,Good,None,Mature-5G,0.63,Poor,Bordeaux,96200.2,84663.63,24906.94
2024-12-26,94.35,21.37,72.76,99.66,Bad,None,Mature-5G,1.19,Hub,Bordeaux,92317.43,93763.81,
2024-12-27,94.5,21.42,72.76,99.74,Good,None,Mature-5G,0.13,Good,Bordeaux,100393.63,53426.7,23628.91
2024-12-28,94.64,21.46,72.76,99.83,Bad,None,Mature-5G,0.63,Limited,Bordeaux,109504.27,47027.66,
2024-12-29,94.78,,72.77,99.91,Good,None,Mature-5G,0.67,Hub,Bordeaux,117910.3,52723.56,29918.93
2024-12-30,94.93,21.46,72.77,100.0,Bad,None,Mature-5G,-0.49,Poor,Bordeaux,66735.62,43827.71,22525.14
2024-12-31,95.07,21.42,72.77,100.09,Moderate,None,Mature-5G,0.17,Limited,Bordeaux,86202.75,46018.99,19989.99
2019-01-01,80.0,13.33,68.0,100.0,Bad,None,Pre-5G,0.39,Hub,Strasbourg,31960.53,17133.9,9397.56
2019-01-02,80.07,13.47,68.0,100.09,Good,None,Pre-5G,0.18,Good,Strasbourg,43651.09,26784.35,15122.67
2019-01-03,80.14,13.61,68.0,100.17,Moderate,,Pre-5G,-0.04,Hub,Strasbourg,44292.92,24966.53,12454.95
2019-01-04,80.22,13.75,68.0,100.26,Bad,None,Pre-5G,0.55,Hub,Strasbourg,38534.0,22153.11,11208.76
2019-01-05,80.29,13.89,68.0,100.34,Moderate,None,Pre-5G,-0.25,Hub,Strasbourg,57363.71,25445.08,14952.96
2019-01-06,80.36,14.02,68.01,100.43,Moderate,None,Pre-5G,-0.04,Limited,Strasbourg,53378.64,28175.59,14500.37
2019-01-07,80.43,14.16,68.01,100.52,Moderate,None,Pre-5G,0.36,Good,Strasbourg,45853.76,20083.63,12001.91
2019-01-08,,14.29,68.01,100.6,Bad,None,Pre-5G,,Hub,Strasbourg,37619.92,18797.7,13245.1
2019-01-09,80.72,14.42,68.01,100.69,Moderate,,Pre-5G,-0.09,Hub,Strasbourg,49144.92,23636.29,15455.93
2019-01-10,80.87,14.54,68.01,100.77,Bad,None,Pre-5G,-0.47,Hub,Strasbourg,39529.82,21569.38,11089.9
2019-01-11,81.01,14.67,68.01,100.86,Bad,None,Pre-5G,-0.34,Hub,Strasbourg,52174.15,19931.95,12874.97
2019-01-12,81.15,,68.01,100.94,Bad,None,Pre-5G,0.02,Poor,Strasbourg,55672.16,31356.48,
2019-01-13,81.3,14.91,68.01,101.03,Bad,None,Pre-5G,0.1,Poor,Strasbourg,53222.67,24252.48,
2019-01-14,81.44,15.02,68.01,101.11,Bad,None,Pre-5G,-1.18,Hub,Strasbourg,40528.56,18074.4,14009.39
2019-01-15,81.58,15.26,68.02,101.19,Moderate,None,Pre-5G,-1.24,Hub,Strasbourg,45495.01,19161.32,11566.06
2019-01-16,81.72,15.48,68.02,101.28,Bad,None,Pre-5G,-0.37,Hub,Strasbourg,43927.81,22158.63,13057.7
2019-01-17,81.87,15.7,68.02,101.36,Bad,None,Pre-5G,-0.12,Hub,Strasbourg,42159.13,23634.45,14762.02
2019-01-18,82.01,15.91,68.02,101.44,Good,None,Pre-5G,-0.87,Hub,Strasbourg,46408.23,27120.04,16364.33
2019-01-19,82.15,16.1,68.02,101.52,Bad,None,Pre-5G,0.37,Hub,Strasbourg,46063.86,,13597.3
2019-01-20,82.29,16.28,68.02,101.61,Bad,None,Pre-5G,0.71,Hub,Strasbourg,,25963.91,16907.15
2019-01-21,82.43,16.44,,101.69,Good,None,Pre-5G,-0.36,Poor,Strasbourg,97630.64,26336.96,11879.5
2019-01-22,82.56,16.59,68.02,101.77,Bad,None,Pre-5G,-0.21,Limited,Strasbourg,76883.92,19024.39,10906.65
2019-01-23,82.7,,68.02,101.85,Moderate,None,Pre-5G,0.26,Hub,Strasbourg,51331.17,,14790.59
2019-01-24,82.84,16.84,68.03,101.93,Bad,None,Pre-5G,0.41,Hub,Strasbourg,37896.71,23065.94,12322.27
2019-01-25,82.98,16.95,68.03,102.01,Good,None,Pre-5G,0.7,Hub,Strasbourg,56690.95,25095.33,18468.71
2019-01-26,83.11,17.03,68.03,102.09,Moderate,None,Pre-5G,-0.55,Hub,Strasbourg,53014.86,31257.55,21690.08
2019-01-27,83.24,17.09,68.03,,Bad,None,Pre-5G,-0.53,Good,Strasbourg,53697.34,25038.91,
2019-01-28,83.38,17.14,68.03,102.24,Good,None,Pre-5G,0.23,Hub,Strasbourg,48437.52,23869.66,13708.42
2019-01-29,83.51,17.17,68.03,102.32,Bad,None,Pre-5G,0.01,Poor,Strasbourg,43123.09,21771.07,13639.54
2019-01-30,83.64,17.18,68.03,102.39,Bad,None,Pre-5G,-0.81,Hub,Strasbourg,47410.15,26547.09,15535.66
2019-01-31,83.77,17.17,68.03,102.47,Bad,None,Pre-5G,0.04,Hub,Strasbourg,49805.03,21508.98,
2019-02-01,83.9,17.14,68.04,102.54,Bad,None,Pre-5G,-0.67,Poor,Strasbourg,50721.97,27314.84,15192.31
2019-02-02,84.03,17.09,68.04,102.62,Bad,None,Pre-5G,-0.34,Hub,Strasbourg,54029.78,25675.99,
2019-02-03,84.16,17.03,68.04,102.69,Good,None,Pre-5G,0.32,Hub,Strasbourg,63073.56,33331.0,14974.18
2019-02-04,84.28,16.95,68.04,102.76,Moderate,None,Pre-5G,0.06,Hub,Strasbourg,47989.29,23302.96,14538.02
2019-02-05,84.41,16.84,68.04,102.83,Good,None,Pre-5G,-0.34,Good,Strasbourg,57895.89,27214.41,16057.23
2019-02-06,84.53,16.73,68.05,102.9,Moderate,None,Pre-5G,0.31,Limited,Strasbourg,43722.76,22283.05,31679.02
2019-02-07,84.66,16.59,68.05,102.97,Bad,,Pre-5G,0.63,Good,Strasbourg,45180.35,25516.13,27741.82
2019-02-08,84.78,16.44,68.05,103.04,Bad,None,Pre-5G,0.16,Hub,Strasbourg,57822.93,23269.6,29704.99
2019-02-09,84.9,16.28,68.05,103.11,Bad,None,Pre-5G,0.11,Limited,Strasbourg,48670.73,27704.27,16056.38
2019-02-10,85.01,16.1,68.06,103.18,Bad,None,Pre-5G,0.44,Hub,Strasbourg,58036.85,34680.85,16242.91
2019-02-11,85.13,15.91,68.06,103.24,Bad,None,Pre-5G,-0.41,Hub,Strasbourg,45255.14,21366.4,14130.16
2019-02-12,85.25,15.7,68.06,103.31,Bad,None,Pre-5G,0.03,Hub,Strasbourg,50974.16,22120.17,11167.72
2019-02-13,85.36,15.48,68.06,103.37,Bad,None,Pre-5G,-0.36,Hub,Strasbourg,42602.15,22230.33,13092.02
2019-02-14,85.47,15.26,68.06,103.44,Bad,None,Pre-5G,0.12,Good,Strasbourg,51024.95,27742.4,14461.68
2019-02-15,85.58,15.02,68.07,103.5,Bad,None,Pre-5G,-0.7,Hub,Strasbourg,57790.63,27299.27,17012.06
2019-02-16,85.69,14.77,68.07,,Bad,None,Pre-5G,-0.66,Good,Strasbourg,58819.18,28014.15,13691.12
2019-02-17,85.8,14.52,68.07,103.62,Good,None,Pre-5G,-0.08,Hub,Strasbourg,,36152.21,18127.58
2019-02-18,85.91,14.26,68.07,103.68,Bad,None,Pre-5G,0.36,Poor,Strasbourg,49995.57,28243.8,13332.12
2019-02-19,,14.0,68.08,103.73,Bad,None,Pre-5G,-0.6,Hub,Strasbourg,40617.28,26473.2,10247.87
2019-02-20,86.12,13.74,68.08,103.79,Bad,None,Pre-5G,0.05,Hub,Strasbourg,43000.79,27338.38,17720.03
2019-02-21,86.22,13.47,68.08,103.85,Bad,None,Pre-5G,-0.37,Hub,Strasbourg,56008.24,27788.65,13706.4
2019-02-22,86.32,13.2,68.08,103.9,Bad,,Pre-5G,0.18,Hub,Strasbourg,53048.38,30808.62,17562.98
2019-02-23,86.41,12.93,68.08,103.95,Bad,None,Pre-5G,0.26,Poor,Strasbourg,70222.1,34362.55,14719.54
2019-02-24,86.51,12.67,68.09,104.01,Bad,None,Pre-5G,-0.07,Hub,Strasbourg,62982.53,34474.14,15800.02
2019-02-25,86.6,12.4,68.09,104.06,Bad,None,Pre-5G,0.79,Poor,Strasbourg,50187.86,24725.56,16259.25
2019-02-26,86.7,12.15,68.09,104.11,Bad,None,Pre-5G,0.51,Hub,Strasbourg,43176.39,24741.17,12874.95
2019-02-27,86.79,11.89,68.09,104.16,Bad,None,Pre-5G,-1.41,Poor,Strasbourg,51580.44,29244.19,15469.91
2019-02-28,86.87,11.65,68.1,104.2,Bad,None,Pre-5G,-0.42,Poor,Strasbourg,51555.44,29741.02,17934.7
2019-03-01,86.96,11.41,68.1,104.25,Good,None,Pre-5G,,Hub,Strasbourg,66434.53,33623.2,19653.59
2019-03-02,87.05,11.18,68.1,104.29,Good,None,Pre-5G,0.5,Hub,Strasbourg,81489.38,35776.41,20421.5
2019-03-03,87.13,10.97,68.1,104.34,,None,Pre-5G,1.11,,Strasbourg,53482.39,,19982.74
2019-03-04,87.21,10.76,68.1,104.38,Bad,None,Pre-5G,0.75,Hub,Strasbourg,53230.17,27682.82,17560.23
2019-03-05,87.29,10.57,68.11,104.42,Moderate,None,Pre-5G,-0.14,Hub,Strasbourg,57342.72,28305.96,17072.79
2019-03-06,87.36,10.39,68.11,104.46,Bad,None,Pre-5G,0.39,Limited,Strasbourg,66657.64,24482.03,16735.48
2019-03-07,87.44,10.22,68.11,104.5,Good,None,Pre-5G,0.6,Hub,Strasbourg,74849.72,34542.09,19733.9
2019-03-08,87.51,10.07,68.11,104.54,Moderate,None,Pre-5G,-0.14,Limited,Strasbourg,67153.08,33538.81,18077.65
2019-03-09,87.58,,68.12,104.57,Bad,None,Pre-5G,0.22,Hub,Strasbourg,67121.93,30080.02,20890.23
2019-03-10,87.65,9.82,68.12,104.6,Moderate,None,Pre-5G,-0.81,Limited,Strasbourg,71326.1,34703.55,
2019-03-11,87.71,9.72,68.12,104.64,Moderate,None,Pre-5G,0.85,Hub,Strasbourg,56870.35,29332.68,15146.92
2019-03-12,87.78,9.64,68.12,104.67,Bad,None,Pre-5G,-0.18,Limited,Strasbourg,48267.05,22827.91,18052.73
2019-03-13,87.84,9.57,68.12,104.7,Good,None,Pre-5G,0.5,Hub,Strasbourg,58484.54,,21079.8
2019-03-14,87.9,9.53,68.13,104.73,Good,None,Pre-5G,0.18,Limited,Strasbourg,71870.98,,17658.02
2019-03-15,87.96,9.5,68.13,104.76,Bad,None,Pre-5G,-0.41,Hub,Strasbourg,53470.16,,18717.25
2019-03-16,88.01,9.49,68.13,104.78,Moderate,None,Pre-5G,0.56,Hub,Strasbourg,67632.57,,20618.73
2019-03-17,88.07,9.5,68.13,104.81,Moderate,None,Pre-5G,0.04,Hub,Strasbourg,66456.73,28363.79,19361.21
2019-03-18,88.12,9.53,,104.83,Moderate,None,Pre-5G,0.25,Hub,Strasbourg,56274.62,29048.41,13520.34
2019-03-19,88.16,9.57,68.14,104.85,Moderate,None,Pre-5G,0.91,Hub,Strasbourg,54049.69,27982.19,14105.71
2019-03-20,88.21,9.64,68.14,104.87,Good,None,Pre-5G,1.24,Good,Strasbourg,66446.45,28044.42,20279.56
2019-03-21,88.25,9.72,68.14,104.89,Moderate,None,Pre-5G,0.02,Poor,Strasbourg,51697.86,33386.82,15175.48
2019-03-22,88.3,9.82,68.14,104.91,Bad,None,Pre-5G,-0.16,Limited,Strasbourg,54154.91,31326.47,
2019-03-23,88.34,9.94,68.15,104.92,Good,None,Pre-5G,-0.14,Hub,Strasbourg,67895.98,35552.98,20395.75
2019-03-24,88.37,10.07,68.15,104.94,Bad,None,Pre-5G,0.09,Poor,Strasbourg,,37593.62,20062.24
2019-03-25,88.41,10.22,68.15,104.95,Moderate,None,Pre-5G,0.85,Limited,Strasbourg,56655.04,24362.29,16668.74
2019-03-26,88.44,10.39,68.15,104.96,Moderate,None,Pre-5G,0.42,Hub,Strasbourg,58252.0,29041.43,14020.2
2019-03-27,88.47,10.57,68.15,104.97,Bad,None,Pre-5G,0.38,Hub,Strasbourg,58969.73,26666.31,19623.86
2019-03-28,88.5,10.76,68.16,104.98,Bad,None,Pre-5G,0.13,Poor,Strasbourg,53853.67,27659.76,14094.46
2019-03-29,88.52,10.97,68.16,104.99,Moderate,None,Pre-5G,0.09,Poor,Strasbourg,62668.05,29420.44,17682.85
2019-03-30,88.55,11.18,68.16,104.99,Moderate,None,Pre-5G,0.89,Hub,Strasbourg,68302.76,35042.38,19657.24
2019-03-31,88.57,11.41,68.16,105.0,Moderate,None,Pre-5G,0.51,Good,Strasbourg,73543.55,37585.43,23469.12
2019-04-01,88.58,11.65,68.17,105.0,Good,None,Pre-5G,-0.33,Limited,Strasbourg,53352.65,32667.83,19133.7
2019-04-02,88.6,11.89,68.17,105.0,Moderate,None,Pre-5G,0.02,Good,Strasbourg,65194.17,27525.76,14896.98
2019-04-03,88.61,12.15,68.17,105.0,Moderate,None,Pre-5G,0.37,Hub,Strasbourg,60538.97,31835.09,16468.12
2019-04-04,88.62,12.4,68.17,105.0,Moderate,None,Pre-5G,-0.32,Hub,Strasbourg,61078.48,28046.3,16884.37
2019-04-05,88.63,12.67,68.17,104.99,Moderate,None,Pre-5G,0.21,Hub,Strasbourg,59112.08,26010.92,18193.17
2019-04-06,88.64,12.93,68.18,104.99,Good,None,Pre-5G,-0.1,Good,Strasbourg,75536.01,34595.0,22327.35
2019-04-07,88.64,13.2,68.18,104.98,Bad,None,Pre-5G,,Good,Strasbourg,73778.02,,17639.8
2019-04-08,88.65,13.47,68.18,104.98,Moderate,None,Pre-5G,0.27,Hub,Strasbourg,50779.47,27587.21,15990.17
2019-04-09,88.64,13.74,68.18,104.97,Bad,None,Pre-5G,0.62,Poor,Strasbourg,53608.36,28216.99,14214.83
2019-04-10,88.64,14.0,68.19,104.96,Good,None,Pre-5G,-0.08,Limited,Strasbourg,65488.55,29531.35,21114.14
2019-04-11,88.64,14.26,68.19,104.94,Moderate,None,Pre-5G,0.12,Hub,Strasbourg,69619.3,32298.99,15865.93
2019-04-12,88.63,14.52,68.19,104.93,Good,None,Pre-5G,1.28,Hub,Strasbourg,65938.36,33635.07,23120.05
2019-04-13,88.62,14.77,68.19,104.91,Moderate,None,Pre-5G,0.28,Poor,Strasbourg,79203.45,38655.37,19056.48
2019-04-14,88.61,15.02,68.19,104.9,Moderate,None,Pre-5G,-0.77,Hub,Strasbourg,74274.61,35346.16,22632.17
2019-04-15,88.59,15.26,68.2,104.88,Bad,None,Pre-5G,0.01,Poor,Strasbourg,51988.54,26526.42,14342.67
2019-04-16,88.57,15.48,68.2,104.86,Good,None,Pre-5G,-0.73,Hub,Strasbourg,60559.41,31808.95,15161.39
2019-04-17,88.55,15.7,68.2,104.84,Moderate,None,Pre-5G,0.21,Hub,Strasbourg,74008.01,26999.66,17378.94
2019-04-18,88.53,15.91,68.2,104.82,Moderate,None,Pre-5G,0.75,Poor,Strasbourg,48512.24,34685.17,19399.1
2019-04-19,88.51,16.1,68.2,104.79,Moderate,None,Pre-5G,0.08,Limited,Strasbourg,69220.67,31643.54,15119.66
2019-04-20,88.48,16.28,68.21,104.77,Bad,None,Pre-5G,0.22,Hub,Strasbourg,61447.35,38743.92,19332.09
2019-04-21,88.45,16.44,68.21,104.74,Moderate,None,Pre-5G,-0.16,Hub,Strasbourg,73243.3,34177.93,19548.39
2019-04-22,88.42,16.59,68.21,104.71,,None,Pre-5G,-0.09,Hub,Strasbourg,52047.87,29129.73,16033.1
2019-04-23,88.39,16.73,68.21,104.68,Moderate,None,Pre-5G,-0.59,Poor,Strasbourg,59276.39,26471.88,14961.7
2019-04-24,88.35,16.84,68.22,104.65,Good,None,Pre-5G,0.53,Hub,Strasbourg,65649.41,29429.91,19526.54
2019-04-25,88.32,16.95,68.22,104.62,Moderate,None,Pre-5G,-0.37,Good,Strasbourg,65404.84,29822.06,17432.07
2019-04-26,88.28,17.03,68.22,104.59,Moderate,None,Pre-5G,-0.01,Good,Strasbourg,59238.6,30315.13,18213.1
2019-04-27,88.23,17.09,68.22,104.55,Bad,None,Pre-5G,0.23,Hub,Strasbourg,60383.85,29056.58,19563.9
2019-04-28,88.19,17.14,68.22,104.52,Moderate,None,Pre-5G,0.65,Limited,Strasbourg,61817.63,20798.96,18839.81
2019-04-29,88.14,17.17,68.23,104.48,Moderate,None,Pre-5G,-0.11,Hub,Strasbourg,61695.53,18087.64,16380.09
2019-04-30,88.09,17.18,68.23,104.44,Bad,None,,-0.02,Good,Strasbourg,50230.83,15797.52,14365.2
2019-05-01,88.04,17.17,68.23,104.4,Good,None,Pre-5G,1.11,Poor,Strasbourg,64344.0,17267.38,17833.97
2019-05-02,87.99,17.14,68.23,104.36,Good,None,Pre-5G,0.19,Hub,Strasbourg,62856.98,30141.73,18617.66
2019-05-03,87.93,17.09,68.24,104.32,Moderate,None,Pre-5G,1.11,Hub,Strasbourg,59746.9,27334.33,17214.22
2019-05-04,87.88,,68.24,104.27,Moderate,None,Pre-5G,1.21,Hub,Strasbourg,76881.04,34857.82,19435.17
2019-05-05,87.82,16.95,68.24,104.23,Moderate,None,Pre-5G,-0.16,Hub,Strasbourg,,31403.52,16579.22
2019-05-06,87.76,16.84,68.24,104.18,Moderate,None,Pre-5G,0.29,Hub,Strasbourg,60537.8,28093.52,
2019-05-07,87.69,16.73,68.24,104.13,Good,None,Pre-5G,-0.28,Poor,Strasbourg,53001.47,29725.09,18382.05
2019-05-08,87.63,16.59,68.25,104.08,Moderate,None,Pre-5G,0.08,Limited,Strasbourg,66098.7,29946.37,17144.61
2019-05-09,87.56,16.44,68.25,104.03,Good,None,Pre-5G,-0.67,Good,Strasbourg,64373.97,32025.99,17518.83
2019-05-10,87.49,16.28,68.25,103.98,Moderate,None,Pre-5G,-0.14,Hub,Strasbourg,60369.85,30520.83,15006.3
2019-05-11,87.42,16.1,68.25,103.93,Moderate,None,Pre-5G,0.45,Good,Strasbourg,68345.39,39141.43,20794.01
2019-05-12,87.35,15.91,68.26,103.87,Bad,None,Pre-5G,0.57,Hub,Strasbourg,63956.18,31552.37,18600.21
2019-05-13,87.27,15.7,68.26,103.82,Moderate,None,Pre-5G,0.07,Hub,Strasbourg,55684.16,26477.38,14998.49
2019-05-14,87.19,15.48,68.26,103.76,Good,None,Pre-5G,0.85,Good,Strasbourg,53844.46,27586.98,19747.11
2019-05-15,87.11,15.26,68.26,103.71,Moderate,None,Pre-5G,0.52,Hub,Strasbourg,60644.81,29006.56,16195.59
2019-05-16,87.03,15.02,68.26,103.65,Bad,None,Pre-5G,0.93,Hub,Strasbourg,55968.6,23705.38,16885.5
2019-05-17,86.95,14.77,68.27,103.59,Good,None,Pre-5G,-0.58,Hub,Strasbourg,60374.16,31202.31,18773.03
2019-05-18,86.87,14.52,68.27,103.53,Moderate,None,Pre-5G,0.54,Poor,Strasbourg,63395.32,31243.83,21382.09
2019-05-19,86.78,14.26,68.27,103.47,Moderate,None,Pre-5G,0.75,Poor,Strasbourg,71037.9,31530.23,20743.3
2019-05-20,86.69,14.0,68.27,103.4,Good,None,Pre-5G,0.69,Limited,Strasbourg,61572.63,25368.45,17030.48
2019-05-21,86.6,13.74,68.28,103.34,Bad,None,Pre-5G,0.12,Poor,Strasbourg,41493.34,23190.38,17035.03
2019-05-22,86.51,13.47,68.28,103.28,Moderate,None,Pre-5G,1.38,Limited,Strasbourg,57459.19,34286.49,16121.76
2019-05-23,86.42,13.2,,103.21,Moderate,None,Pre-5G,0.77,Hub,Strasbourg,59537.03,27990.47,18565.1
2019-05-24,86.32,12.93,68.28,103.14,Moderate,None,Pre-5G,-1.04,Hub,Strasbourg,64831.45,25756.78,19885.0
2019-05-25,86.23,12.67,68.28,103.08,Moderate,None,Pre-5G,-0.39,Good,Strasbourg,60624.58,28506.81,18699.26
2019-05-26,86.13,12.4,68.29,103.01,Good,None,Pre-5G,0.47,Poor,Strasbourg,79243.39,31490.59,21681.69
